,tweet
9496,"Several witnesses said the Russian military did not allow locals to dismantle the debris of residential buildings to find survivors - https://t.co/8Ir1RHvHyD

#StopGenocideOfUkrainians #Borodyanka #StopRussianAggression #StandWithUkraine️"
9497,"The atrocities of Russian soldiers in #Borodyanka may have been even worse than in #Bucha. Judging by the scale of the destruction, the city was purposefully bombed.
#StopGenocideOfUkrainians #StopRussianAggression #StandWithUkraine️"
9498,"#Estonia will stop importing Russian gas by end of 2022.We must stop buying gas from Putin's regime as 
soon as we can since they are using the revenue from sales of it to fund their war against Ukraine - PM @kajakallas 
#StopRussianAggression 
 https://t.co/bERtaMy356 #ERR"
9499,"⚡The monument to 🇷🇺 poet Aleksander Pushkin was dismantled in #Mukachevo 

#StopRussia #StopRussianAggression 
#RussianUkrainianWar https://t.co/iBATKIT5JF"
9500,"@Europarl_EN Guys you have to do something, not just “wants them to be protected”. You have to do more strikes on Russian economy by applying sanctions. Destroy the aggressor economy. #StopRussianAggression"
9501,"The cat too! 😻😻😻

#Bucha 
#StandWithUkraine 
#StopRussianAggression
#StopPutinNOW https://t.co/cxoQUWswFv"
9502,Destruction of Russian Tanks by Soldiers of the Azov Regiment https://t.co/DgSS41V2z5 via @YouTube  #Ukraine #StopRussianAggression #Russian #AzovBattalion #Zelensky #Putin
9503,"This cat cat from #Borodianka barely made it: he was pulled out from under the broken concrete blocks.
We really hope his humans survived too.

#UkraineRussianWar #StandWithUkraine #StopRussianAggression https://t.co/DadSKxF4Ib"
9504,"Up to 170,000 IT specialists could flee Russia by end of April with fast increasing brain drain that will upend #AI ambitions so economy going down tubes like #Putin https://t.co/QW8AujEPD2 #StopRussianAggression #WarCrimes #StandWithUkraine️ https://t.co/aNbbgDOaJm"
9505,"@NikkiFried Up to 170,000 IT specialists could flee Russia by end of April with fast increasing brain drain that will upend #AI ambitions so economy going down tubes like #Putin https://t.co/QW8AujEPD2 #StopRussianAggression #WarCrimes #StandWithUkraine️"
9506,"According to Josep Borell, EVERY DAY since #russia attacked #Ukraine, Europe has been paying #putin roughly €850 million. 

#standwithukraine #supportukraine #stopputinnow #stoprussia #stopwarinukraine #stoprussianaggression https://t.co/i6AxyHXP1B"
9507,This is powerful. #EndTheWar #StopRussianAggression https://t.co/NgdRZxUosO
9508,"By buying Russian oil and gas, you are financing the killings of Ukrainians. Act more decisively. It is enough to feed the Russian military car - Zelensky

#WarInUkraine #StopRussianAggression https://t.co/xlGpUpfRtc"
9509,"😡 There are no surviving hospitals in the Luhansk Oblast.

#WarInUkraine #StopRussianAggression"
9510,"@Independent #StandWithUkraine️ 
#StopRussianAggression 
#MigsforUkraine
#S300SAM
NO HALF MEASURES 
NO APPEASEMENT
Neville Chamberlain moments only empower the tyrant"
9511,"German intelligence intercepted occupiers' radio messages discussing the killing of civilians in #Bucha  - der Spiegel 

#WarInUkraine #StopRussianAggression"
9512,"Russian propagandists are just as responsible for the atrocities in Ukraine as the military.
#FuckPutin #StopRussianAggression #FreeUkraine https://t.co/sWBO8bquxk"
9513,"A woman in #Borodianka has been waiting for the third day for her family to be pulled out from under the rubble. 
One photo, and how much pain

#StopPutin #GenocideOfUkrainians #GenocideInUkraine #UkraineRussianWar #StopRussianAggression #BuchaMassacre #Gostomel #MariupolMassacre https://t.co/E6qwQqXJsS"
9514,"#Australia will supply #Bushmaster armored personnel carriers to #Ukraine.
#SupportUkraine #HelpUkraine #StandWithUkraine #UkraineUnderAttack #StopTheWar #StopWar #StopPutinNOW #StopPutin #StopRussia #StopRussianAggression https://t.co/0CQVhAucbw"
9515,"The woman has been waiting for the third day for her family to be pulled out from under the rubble. Borodyanka, Kyiv region, 2022
#Ukraine #Kyiv #UkraineVSRussia #StandWithUkraine #StopRussia #StopRussianAggression #StopPutinNOW #StopWarInUkraine #SaveUkraine #UkraineWar https://t.co/MQDg3GWQdd"
9516,"Once I know what to look for, it's difficult to see anything else. 
#editvsraw #prismaticraindrops 
#stoprussianaggression https://t.co/r2C8LjP9G8"
9517,"Energy embargo, tribunal, weapons: @Europarl_EN  approved new resolution regarding Russia’s war in Ukraine
#CancelRussia #AllRussiansAreResponsible #StopRussianAggression #StopGenocideOfUkrainians 
https://t.co/Uu1K3JUsmB"
9518,"On the initiative of Ambassador of @PLinLebanon  Ambassadors of #EU in Lebanon and @EUinLebanon  presented a signed &amp; framed EU flag to Ambassador  @UKRinLBN as a symbolic gesture of support &amp; solidarity with 🇺🇦 after Russian aggression.
#StandWithUkraine #StopRussianAggression https://t.co/2FoalACI4y"
9519,"Buying #Russian oil and gas, you are financing the killings of #Ukrainians. Act more decisively. Stop feeding the #Russian military machine.
#CancelRussia #UkraineUnderAttack #StopTheWar #StopWar #StopPutinNOW #StopPutin #StopRussia #StopRussianAggression https://t.co/NHs4jMTaMm"
9520,"@Russia @ArcticInstitute @arcticportal @russiabeyond @RussiaTravelEN @Scientific_Rus @ru_vokrugsveta #VladimirPutin #NaziRussia #StopWarInUkraine #findumonde #WWIII #RussiaUkraineConflict #NATOAllies #OTAN #StopRussianAggression #PutinIsaWarCriminal 
#KremlinRussia_E #StPetersburg #Russia #PeaceAndLove 
Peace &amp; Love🙏🏻✝️
#YelenaOsipova #BuchaMassacre #Bucha #Mariupol #Butscha https://t.co/pClhCt3faF"
9521,"#StopRussianAggression

Ukrainian President Zelenskyy addresses UN Security Council https://t.co/ncZesi1EUw"
9522,Genocide in Ukraine: putin will not stop until the world stops him https://t.co/uh1TrB209J  #StandWithUkraine #StopGenocide #StopRuWarCrimes #StopRussianAggression
9523,"Invaders and the Red Forest

A little about the place where the orcs dug trenches.

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #nowarinukraine #StopRussianAggression https://t.co/ejV6y8o93i"
9524,"""Impotent"" League of Nations expelled USSR on the 15th day of Winter War. Without Internet, without a constant flow of photo and video materials.
Day 43 of the full scale invasion the @UN can't expell the russia.
Impotence can have variations.
#StopRussianAggression #StopGenocide https://t.co/xapPP26H5w"
9525,@RussianEmbassy BASTARD PUTIN #Putin #StopRussianAggression #RussiaUkraineConflict #WarCrimesOfUkraine
9526,Bucha massacre survivors: ‘Why do russians hate us so much?’ https://t.co/vmK7U2E611  #StopGenocide #StandWithUkraine #StopRussianAggression
9527,"💔🇺🇦 Innocent Ukrainians for whom tomorrow will never come… 

🎥 ""Souls"" video from @volunteer_video. 

#StopRussianAggression 
#Україна #Ukraine 
#StandWithUkraine https://t.co/LUfBv4tUL7"
9528,@UN @UNHumanRights @NATO @amnesty The atrocities being committed on the Ukraine must be stopped and the perpetrators held accountable now! #ArrestPutin #StopRussianAggression #PutinWarCrimes #PutinWarCriminal #RussianWarCrimes #StopPutin #StopPutinNOW #StandWithUkraine
9529,photos in this hashtag of bodies is enough #StopPutin #StopRussianAggression
9530,"HELP UKRAINE TO STOP THE WAR https://t.co/p3FPNl559k via @YouTube 

#NATO #Europe #StopRussianAggression #war"
9531,"Short term pain for long time gain

Have we not learn anything from WWII?! Putin has changed from merely evil KGB to what appears to be a stop-at-nothing genocidal imperialist fascist

We must stop Hitler II NOW

#StopRussianAggression #StopGenocide https://t.co/cVkJEdwaLr"
9532,"What do we know about luck?

By Anastasia Madzhere (https://t.co/jIpHAJimTe) 

#StandWithUkraine #StopGenocideOfUkrainians #Mariupol #MariupolMassacre #StopRussianAggression https://t.co/qGJahLfzWh"
9533,@rusconsgenova @MID_RF @mfa_russia Oh how sweet. Did you write it yourself? #StopRussianAggression #StopRussia
9534,"Hey, Vania! You’ll regret invading #Ukraine. #Ukrainian soldiers have #Javelin missiles and they’re hunting for you &amp; your buddies. You better hightail it back to your Russian rodina and stay there. #RememberBucha #StopRussianAggression #StandWithUkraine"
9535,@KSergatskova I’m so sorry. This War needs to stop. #WarCrimes #StopRussianAggression #HelpUkraine
9536,"Activists slightly embellished Solovyov's villa on Lake Como

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #nowarinukraine #StopRussianAggression https://t.co/Y1amXfJtvr"
9537,"Shame on you, Putin.
#StopPutinNOW 
#StopWar 
#StopRussianAggression 
#StandWithUkraine 
#戦争反対"
9538,"Woman in #Borodianka has been waiting for three days for when her family will be found under the rubble.

#Genocide #GenocideInUkraine #StopRussianAggression #StopGenocide #Ukrainian #RussianWarCrimes #RussianWarCrimesInUkraine 

Photo from: https://t.co/5db1PtMJrI https://t.co/rud3Wp7iVO"
9539,"Watch this #video ... the whole truth🤕😵
Let's defeat evil together!💪
#StopWar #StopRussianAggression #StopPutinNOW #UkraineRussianWar #HelpUkraine #BuchaMassacre https://t.co/r7LzMkAxm5"
9540,"Spotify service stops working in Russia. 
@Spotify streaming service will be unavailable in Russia from Monday, April 11. The company completely ceases its activities in the country👇
Source: https://t.co/pizfoj6Nie
#stoprussia #stopputin #StopRussianAggression"
9541,"@Markfm0 @KyivIndependent Yes, we should run this poll !
Sure people are more willingness than governors !
We must stop this #Butcher !
@EmmanuelMacron @POTUS @Bundeskanzler @CharlesMichel
@vonderleyen @BorisJohnson @JustinTrudeau @NATO #G7 @coe 

#StandWithUkraine
#StopRussianAggression"
9542,How 800 Companies Have Responded to the War in Ukraine https://t.co/5qOnJAhW3o #StopRussianAggression #Ukraine 🇺🇦🌻
9543,"@fbkinfo Well done, greetings from Italy.

#StopRussianAggression"
9544,"Border guards find ammunition left by retreating russists.
Ukrainian defense forces continue to survey the territories where the invaders were stationed👇
Source: https://t.co/mCQwZiZebV
#stoprussia #stopputin #StopRussianAggression"
9545,"@SecBlinken @NATO #Ukraine️ needs offensive weapons! Every day brings new deaths. Act now!
#StopPutin #StopRussianAggression"
9546,"*

May the Russian rape soldier carry her tears forever!
#russian #rape #soldier #stopPutin #stopwar #stoprussianaggression #standwithukraine #art #drawing #blogfia #BRart https://t.co/tl7Tpu3hXi"
9547,"German services, wiretaps confirm Bucha crimes
BND intercepts, civilian killings possibly Russia's strategy. Russian soldiers, 'We shot a man on a bike'.
#BuchaMasacre #StopRussianAggression #EnergyEmbargoNow https://t.co/9Y9GtSHVFz"
9548,"⚡️The war waged against Ukraine by Russia will damage our country by more than $ 1 trillion, - @Denys_Shmyhal

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #StopRussianAggression #nowarinukraine https://t.co/jkxma3l6nu"
9549,"Soulless creatures.

#Russians 
#StopRussianAggression 
#UkraineRussiaWar https://t.co/PXPpYFk5Bc"
9550,"Judas Priest - United (BBC Performance) https://t.co/A7rgOo0KHz via @YouTube Judas Priest - United we Stand 🇺🇦🇺🇦🇺🇦! https://t.co/A7rgOo0KHz 
#Music FOR: #UkraineRussianWar 
Requested BY: 
@ZelenskyyUa
  #UkraineWar #Ukrainian #StopRussianAggression"
9551,@SamRamani2 @hubertsmeets Yes and #russianarmy is 180000 of rapists and killers of children who amuse themselves with torturing live animals 🤯🤯🤯 #StopPutinNOW #StopRussianAggression #StopPutinsWarCrimes #StopWarInUkraine #Borodyanka #Bucha #IrpinMassacre #WarCriminalPutin #RussianWarAtrocities #ukraine
9552,"@cnni After their 30-40% increase they are gouging us with in gasoline and diesel..?
I think they will be just fine.

#EndAllTradeWithRussia
#StopRussianAggression 
#PunishAmoralCorporateGreed"
9553,"@mfa_russia @mission_russian @unesco_russia @RussiaUN @EUinRussia @MFA_Ukraine @RusEmbUSA @USEmbRu @RF_OSCE @RusMission_EU #Zakharova This is no hoax Maria. This is the consequence of Z-Nazis Russians invading Ukraine and doing Z-Nazis Russian things: killing, raping, torturing, looting. And then you deny all this ever happened. USSR 2.0  #StopRussianAggression #StopRussia"
9554,"@StollmeyerEU @Europarl_EN @DefendDemocracy Good!!
Then we will ike to se the Danish state stops selling wood to a German sawmill owned by 3 Russian oligarchs
@LeaWermelin refuses to stop this, afraid of the Russian reaction.
#StopRussianAggression #SlavaUkraine #FuckRussia"
9555,"✔ Daily Report(4.3~6)
- 40+ 🇷🇺 Infantries are killed
- 8 🇷🇺 Armored Vehicles are neutralized
- 3 🇷🇺 Supply Trucks are burnt

SORRY FOR LONG ABSENCE
WE ARE NOW IN #DONBASS 

#Mariupol #Chernihiv #Ukraine #UkraineWar #UkraineRussianWar #StopRussianAggression"
9556,"By buying Russian oil and gas, you are financing the killings of Ukrainians. Act more decisively. It is enough to feed the Russian military machine, - Zelensky

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #StopRussianAggression #nowarinukraine https://t.co/xikWA8vgGF"
9557,"@bodbe6 #StopRussianAggression #StopPutin #StandWithUkraine  Turn off electricity in Russia - wherever you can. Abroad too - disconnect Russian embassies, Russian flats, Russian houses, Russian companies in every corner of the world should have their electricity turned off !!!"
9558,"⚡😭167 🇺🇦 children were killed during the 🇷🇺 full-scale invasion. 
Other info on #RussianWarCrimes you can find in the infographics @GP_Ukraine @VenediktovaIV 

#StopRussianAggression https://t.co/b9cjykKcMo"
9559,"(1/3)❗️Today we have established the first container town to provide a temporary place to stay for Ukrainians who had to evacuate from dangerous places.
Source: Andriy Sadovyi - the mayor of Lviv
#StandWithUkraine    #StopRussianAggression https://t.co/2cz1Gr9CM8"
9560,"In this week's #WiseGivingWednesday blog, we continue to monitor the situation in #Ukraine and mention some recent noteworthy developments in terms of ongoing charity relief efforts. Read more here: https://t.co/Eo1TnbPeMc

#UkraineRelief #StopRussianAggression #SupportForUkraine https://t.co/xjc1GH3D9u"
9561,"Glory to #Ukraine | #StandWithUkraine T-Shirt👕✊🇺🇦

🛒 &amp; 💰
✅https://t.co/i0WcSTcE88

#SupportUkraine #StopRussia #SlavaUkraine #PutinWarCriminal 
#BidenWasRight #StopPutin #StopTheWar #StopRussianAggression 

#ArtistOnTwitter #tshirtdesign #tshirts #tshirtprinting #tshirtshop https://t.co/5cyEWbinI3"
9562,"Buying #Russian #oil and #gas, you are financing the #killings of #Ukrainians. Act more decisively. Stop feeding the Russian military machine.

#OpRussia #StopRussianAggression #StopWar #RussiaUkraineWar #RussiaUkraineConflict #UkraineWar #UkraineUnderAttaсk  #Anonymous https://t.co/WbluMxRazW"
